Barcode,Tumor core true
cellid_000001246-1,
cellid_000001247-1,
cellid_000001248-1,
cellid_000001249-1,
cellid_000001250-1,
cellid_000001251-1,
cellid_000001252-1,
cellid_000001253-1,
cellid_000001254-1,
cellid_000001255-1,
cellid_000001256-1,
cellid_000001257-1,
cellid_000001258-1,
cellid_000001259-1,
cellid_000001260-1,
cellid_000001261-1,
cellid_000001262-1,
cellid_000001263-1,
cellid_000001264-1,
cellid_000001265-1,
cellid_000001266-1,
cellid_000001267-1,
cellid_000001268-1,
cellid_000001269-1,
cellid_000001270-1,
cellid_000001271-1,Tumor core true
cellid_000001272-1,
cellid_000001273-1,
cellid_000001274-1,
cellid_000001275-1,
cellid_000001276-1,
cellid_000001277-1,Tumor core true
cellid_000001278-1,
cellid_000001279-1,Tumor core true
cellid_000001280-1,
cellid_000001281-1,
cellid_000001282-1,
cellid_000001283-1,
cellid_000001284-1,
cellid_000001285-1,
cellid_000001286-1,
cellid_000001287-1,
cellid_000001288-1,
cellid_000001289-1,
cellid_000001290-1,
cellid_000001291-1,
cellid_000001292-1,
cellid_000001293-1,
cellid_000001294-1,
cellid_000001295-1,
cellid_000001296-1,
cellid_000001297-1,
cellid_000001298-1,
cellid_000001299-1,
cellid_000001300-1,
cellid_000001301-1,
cellid_000001302-1,
cellid_000001303-1,
cellid_000001304-1,
cellid_000001305-1,
cellid_000001306-1,
cellid_000001307-1,
cellid_000001308-1,
cellid_000001309-1,
cellid_000001310-1,
cellid_000001311-1,
cellid_000001312-1,
cellid_000001313-1,
cellid_000001314-1,
cellid_000001315-1,
cellid_000001316-1,
cellid_000001317-1,
cellid_000001318-1,
cellid_000001319-1,
cellid_000001320-1,
cellid_000001321-1,
cellid_000001322-1,
cellid_000001323-1,
cellid_000001324-1,
cellid_000001325-1,
cellid_000001326-1,
cellid_000001327-1,
cellid_000001328-1,
cellid_000001329-1,
cellid_000001330-1,
cellid_000001331-1,
cellid_000001332-1,
cellid_000001333-1,
cellid_000001334-1,
cellid_000001335-1,
cellid_000001336-1,
cellid_000001337-1,
cellid_000001338-1,Tumor core true
cellid_000001339-1,
cellid_000001340-1,
cellid_000001341-1,
cellid_000001342-1,
cellid_000001343-1,
cellid_000001344-1,
cellid_000001345-1,
cellid_000001346-1,
cellid_000001347-1,
cellid_000001348-1,Tumor core true
cellid_000001349-1,
cellid_000001350-1,
cellid_000001351-1,
cellid_000001352-1,
cellid_000001353-1,
cellid_000001354-1,Tumor core true
cellid_000001355-1,
cellid_000001356-1,
cellid_000001357-1,
cellid_000001358-1,
cellid_000001359-1,
cellid_000001360-1,
cellid_000001361-1,
cellid_000001362-1,
cellid_000001363-1,
cellid_000001364-1,
cellid_000001365-1,
cellid_000001366-1,
cellid_000001367-1,
cellid_000001368-1,
cellid_000001369-1,
cellid_000001370-1,
cellid_000001371-1,
cellid_000001372-1,
cellid_000001373-1,
cellid_000001374-1,
cellid_000001375-1,
cellid_000001376-1,
cellid_000001377-1,
cellid_000001378-1,
cellid_000001379-1,
cellid_000001380-1,
cellid_000001381-1,Tumor core true
cellid_000001382-1,
cellid_000001383-1,
cellid_000001384-1,
cellid_000001385-1,
cellid_000001386-1,
cellid_000001387-1,
cellid_000001388-1,
cellid_000001389-1,
cellid_000001390-1,
cellid_000001391-1,
cellid_000001392-1,
cellid_000001393-1,
cellid_000001394-1,
cellid_000001395-1,
cellid_000001396-1,
cellid_000001397-1,
cellid_000001398-1,
cellid_000001399-1,
cellid_000001400-1,
cellid_000001401-1,
cellid_000001402-1,
cellid_000001403-1,Tumor core true
cellid_000001404-1,
cellid_000001405-1,
cellid_000001406-1,
cellid_000001407-1,Tumor core true
cellid_000001408-1,
cellid_000001409-1,
cellid_000001410-1,
cellid_000001411-1,
cellid_000001412-1,
cellid_000001413-1,
cellid_000001414-1,
cellid_000001415-1,
cellid_000001416-1,
cellid_000001417-1,
cellid_000001418-1,
cellid_000001419-1,
cellid_000001420-1,
cellid_000001421-1,
cellid_000001422-1,
cellid_000001423-1,
cellid_000001424-1,
cellid_000001425-1,
cellid_000001426-1,
cellid_000001427-1,
cellid_000001428-1,
cellid_000001429-1,
cellid_000001430-1,
cellid_000001431-1,
cellid_000001432-1,
cellid_000001433-1,
cellid_000001434-1,
cellid_000001435-1,
cellid_000001436-1,
cellid_000001437-1,
cellid_000001438-1,
cellid_000001439-1,
cellid_000001440-1,
cellid_000001441-1,
cellid_000001442-1,Tumor core true
cellid_000001443-1,
cellid_000001444-1,
cellid_000001445-1,
cellid_000001446-1,
cellid_000001447-1,
cellid_000001448-1,
cellid_000001449-1,
cellid_000001450-1,
cellid_000001451-1,
cellid_000001452-1,
cellid_000001453-1,
cellid_000001454-1,
cellid_000001455-1,
cellid_000001456-1,
cellid_000001457-1,
cellid_000001458-1,
cellid_000001459-1,
cellid_000001460-1,
cellid_000001461-1,
cellid_000001462-1,
cellid_000001463-1,
cellid_000001464-1,Tumor core true
cellid_000001465-1,
cellid_000001466-1,Tumor core true
cellid_000001467-1,
cellid_000001468-1,
cellid_000001469-1,
cellid_000001470-1,
cellid_000001471-1,
cellid_000001472-1,
cellid_000001473-1,
cellid_000001474-1,
cellid_000001475-1,
cellid_000001476-1,
cellid_000001477-1,
cellid_000001478-1,
cellid_000001479-1,
cellid_000001480-1,
cellid_000001481-1,
cellid_000001482-1,
cellid_000001483-1,
cellid_000001484-1,Tumor core true
cellid_000001485-1,
cellid_000001486-1,
cellid_000001487-1,
cellid_000001488-1,
cellid_000001489-1,
cellid_000001490-1,
cellid_000001491-1,Tumor core true
cellid_000001492-1,
cellid_000001493-1,Tumor core true
cellid_000001494-1,
cellid_000001495-1,
cellid_000001496-1,
cellid_000001497-1,
cellid_000001498-1,
cellid_000001499-1,
cellid_000001500-1,
cellid_000001501-1,Tumor core true
cellid_000001502-1,
cellid_000001503-1,
cellid_000001504-1,
cellid_000001505-1,
cellid_000001506-1,
cellid_000001507-1,
cellid_000001508-1,
cellid_000001509-1,Tumor core true
cellid_000001510-1,
cellid_000001511-1,
cellid_000001512-1,
cellid_000001513-1,
cellid_000001514-1,
cellid_000001515-1,
cellid_000001516-1,
cellid_000001517-1,
cellid_000001518-1,
cellid_000001519-1,
cellid_000001520-1,
cellid_000001521-1,
cellid_000001522-1,
cellid_000001523-1,
cellid_000001524-1,
cellid_000001525-1,
cellid_000001526-1,
cellid_000001527-1,
cellid_000001528-1,
cellid_000001529-1,
cellid_000001530-1,
cellid_000001531-1,
cellid_000001532-1,
cellid_000001533-1,Tumor core true
cellid_000001534-1,
cellid_000001535-1,
cellid_000001536-1,
cellid_000001537-1,
cellid_000001538-1,Tumor core true
cellid_000001539-1,
cellid_000001540-1,
cellid_000001541-1,
cellid_000001542-1,
cellid_000001543-1,
cellid_000001544-1,
cellid_000001545-1,
cellid_000001546-1,
cellid_000001547-1,
cellid_000001548-1,
cellid_000001549-1,
cellid_000001550-1,
cellid_000001551-1,
cellid_000001552-1,
cellid_000001553-1,
cellid_000001554-1,
cellid_000001555-1,Tumor core true
cellid_000001556-1,
cellid_000001557-1,Tumor core true
cellid_000001558-1,
cellid_000001559-1,
cellid_000001560-1,
cellid_000001561-1,
cellid_000001562-1,
cellid_000001563-1,
cellid_000001564-1,Tumor core true
cellid_000001565-1,
cellid_000001566-1,
cellid_000001567-1,
cellid_000001568-1,
cellid_000001569-1,
cellid_000001570-1,
cellid_000001571-1,
cellid_000001572-1,
cellid_000001573-1,Tumor core true
cellid_000001574-1,
cellid_000001575-1,
cellid_000001576-1,
cellid_000001577-1,Tumor core true
cellid_000001578-1,
cellid_000001579-1,
cellid_000001580-1,
cellid_000001581-1,
cellid_000001582-1,
cellid_000001583-1,
cellid_000001584-1,
cellid_000001585-1,
cellid_000001586-1,
cellid_000001587-1,
cellid_000001588-1,
cellid_000001589-1,
cellid_000001590-1,
cellid_000001591-1,
cellid_000001592-1,
cellid_000001593-1,
cellid_000001594-1,
cellid_000001595-1,
cellid_000001596-1,
cellid_000001597-1,
cellid_000001598-1,
cellid_000001599-1,
cellid_000001600-1,
cellid_000001601-1,
cellid_000001602-1,
cellid_000001603-1,
cellid_000001604-1,
cellid_000001605-1,
cellid_000001606-1,
cellid_000001607-1,
cellid_000001608-1,
cellid_000001609-1,Tumor core true
cellid_000001610-1,
cellid_000001611-1,
cellid_000001612-1,
cellid_000001613-1,Tumor core true
cellid_000001614-1,
cellid_000001615-1,
cellid_000001616-1,
cellid_000001617-1,
cellid_000001618-1,
cellid_000001619-1,
cellid_000001620-1,
cellid_000001621-1,
cellid_000001622-1,
cellid_000001623-1,
cellid_000001624-1,
cellid_000001625-1,
cellid_000001626-1,
cellid_000001627-1,
cellid_000001628-1,
cellid_000001629-1,
cellid_000001630-1,Tumor core true
cellid_000001631-1,
cellid_000001632-1,
cellid_000001633-1,
cellid_000001634-1,
cellid_000001635-1,
cellid_000001636-1,
cellid_000001637-1,
cellid_000001638-1,
cellid_000001639-1,
cellid_000001640-1,
cellid_000001641-1,
cellid_000001642-1,
cellid_000001643-1,
cellid_000001644-1,
cellid_000001645-1,
cellid_000001646-1,Tumor core true
cellid_000001647-1,
cellid_000001648-1,
cellid_000001649-1,
cellid_000001650-1,
cellid_000001651-1,
cellid_000001652-1,
cellid_000001653-1,
cellid_000001654-1,
cellid_000001655-1,
cellid_000001656-1,
cellid_000001657-1,
cellid_000001658-1,
cellid_000001659-1,
cellid_000001660-1,
cellid_000001661-1,
cellid_000001662-1,
cellid_000001663-1,Tumor core true
cellid_000001664-1,
cellid_000001665-1,
cellid_000001666-1,
cellid_000001667-1,
cellid_000001668-1,
cellid_000001669-1,
cellid_000001670-1,
cellid_000001671-1,
cellid_000001672-1,
cellid_000001673-1,
cellid_000001674-1,Tumor core true
cellid_000001675-1,
cellid_000001676-1,
cellid_000001677-1,
cellid_000001678-1,
cellid_000001679-1,
cellid_000001680-1,
cellid_000001681-1,Tumor core true
cellid_000001682-1,
cellid_000001683-1,
cellid_000001684-1,
cellid_000001685-1,
cellid_000001686-1,
cellid_000001687-1,
cellid_000001688-1,
cellid_000001689-1,
cellid_000001690-1,Tumor core true
cellid_000001691-1,
cellid_000001692-1,
cellid_000001693-1,
cellid_000001694-1,
cellid_000001695-1,
cellid_000001696-1,
cellid_000001697-1,
cellid_000001698-1,Tumor core true
cellid_000001699-1,
cellid_000001700-1,
cellid_000001701-1,
cellid_000001702-1,
cellid_000001703-1,
cellid_000001704-1,
cellid_000001705-1,
cellid_000001706-1,Tumor core true
cellid_000001707-1,
cellid_000001708-1,
cellid_000001709-1,Tumor core true
cellid_000001710-1,
cellid_000001711-1,
cellid_000001712-1,
cellid_000001713-1,
cellid_000001714-1,
cellid_000001715-1,
cellid_000001716-1,
cellid_000001717-1,
cellid_000001718-1,
cellid_000001719-1,
cellid_000001720-1,
cellid_000001721-1,
cellid_000001722-1,
cellid_000001723-1,
cellid_000001724-1,
cellid_000001725-1,
cellid_000001726-1,
cellid_000001727-1,Tumor core true
cellid_000001728-1,
cellid_000001729-1,
cellid_000001730-1,
cellid_000001731-1,
cellid_000001732-1,
cellid_000001733-1,
cellid_000001734-1,
cellid_000001735-1,
cellid_000001736-1,
cellid_000001737-1,
cellid_000001738-1,
cellid_000001739-1,
cellid_000001740-1,
cellid_000001741-1,
cellid_000001742-1,
cellid_000001743-1,Tumor core true
cellid_000001744-1,
cellid_000001745-1,
cellid_000001746-1,
cellid_000001747-1,
cellid_000001748-1,
cellid_000001749-1,Tumor core true
cellid_000001750-1,Tumor core true
cellid_000001751-1,
cellid_000001752-1,
cellid_000001753-1,
cellid_000001754-1,
cellid_000001755-1,
cellid_000001756-1,
cellid_000001757-1,
cellid_000001758-1,
cellid_000001759-1,Tumor core true
cellid_000001760-1,
cellid_000001761-1,
cellid_000001762-1,Tumor core true
cellid_000001763-1,
cellid_000001764-1,
cellid_000001765-1,
cellid_000001766-1,
cellid_000001767-1,
cellid_000001768-1,
cellid_000001769-1,
cellid_000001770-1,
cellid_000001771-1,
cellid_000001772-1,Tumor core true
cellid_000001773-1,
cellid_000001774-1,
cellid_000001775-1,
cellid_000001776-1,
cellid_000001777-1,
cellid_000001778-1,
cellid_000001779-1,
cellid_000001780-1,
cellid_000001781-1,
cellid_000001782-1,
cellid_000001783-1,
cellid_000001784-1,
cellid_000001785-1,
cellid_000001786-1,Tumor core true
cellid_000001787-1,
cellid_000001788-1,Tumor core true
cellid_000001789-1,Tumor core true
cellid_000001790-1,
cellid_000001791-1,
cellid_000001792-1,
cellid_000001793-1,
cellid_000001794-1,
cellid_000001795-1,
cellid_000001796-1,
cellid_000001797-1,
cellid_000001798-1,Tumor core true
cellid_000001799-1,
cellid_000001800-1,
cellid_000001801-1,
cellid_000001802-1,
cellid_000001803-1,
cellid_000001804-1,
cellid_000001805-1,
cellid_000001806-1,Tumor core true
cellid_000001807-1,
cellid_000001808-1,
cellid_000001809-1,
cellid_000001810-1,
cellid_000001811-1,
cellid_000001812-1,
cellid_000001813-1,
cellid_000001814-1,
cellid_000001815-1,
cellid_000001816-1,
cellid_000001817-1,
cellid_000001818-1,
cellid_000001819-1,Tumor core true
cellid_000001820-1,
cellid_000001821-1,
cellid_000001822-1,Tumor core true
cellid_000001823-1,
cellid_000001824-1,
cellid_000001825-1,
cellid_000001826-1,
cellid_000001827-1,
cellid_000001828-1,
cellid_000001829-1,
cellid_000001830-1,
cellid_000001831-1,
cellid_000001832-1,Tumor core true
cellid_000001833-1,
cellid_000001834-1,
cellid_000001835-1,Tumor core true
cellid_000001836-1,Tumor core true
cellid_000001837-1,
cellid_000001838-1,Tumor core true
cellid_000001839-1,Tumor core true
cellid_000001840-1,
cellid_000001841-1,Tumor core true
cellid_000001842-1,
cellid_000001843-1,
cellid_000001844-1,
cellid_000001845-1,
cellid_000001846-1,Tumor core true
cellid_000001847-1,
cellid_000001848-1,
cellid_000001849-1,
cellid_000001850-1,Tumor core true
cellid_000001851-1,
cellid_000001852-1,
cellid_000001853-1,
cellid_000001854-1,
cellid_000001855-1,
cellid_000001856-1,
cellid_000001857-1,
cellid_000001858-1,
cellid_000001859-1,
cellid_000001860-1,
cellid_000001861-1,
cellid_000001862-1,
cellid_000001863-1,
cellid_000001864-1,
cellid_000001865-1,
cellid_000001866-1,
cellid_000001867-1,
cellid_000001868-1,
cellid_000001869-1,
cellid_000001870-1,Tumor core true
cellid_000001871-1,
cellid_000001872-1,
cellid_000001873-1,
cellid_000001874-1,
cellid_000001875-1,
cellid_000001876-1,
cellid_000001877-1,
cellid_000001878-1,
cellid_000001879-1,
cellid_000001880-1,
cellid_000001881-1,
cellid_000001882-1,
cellid_000001883-1,
cellid_000001884-1,
cellid_000001885-1,Tumor core true
cellid_000001886-1,
cellid_000001887-1,Tumor core true
cellid_000001888-1,
cellid_000001889-1,
cellid_000001890-1,
cellid_000001891-1,
cellid_000001892-1,
cellid_000001893-1,Tumor core true
cellid_000001894-1,
cellid_000001895-1,
cellid_000001896-1,
cellid_000001897-1,
cellid_000001898-1,
cellid_000001899-1,
cellid_000001900-1,
cellid_000001901-1,
cellid_000001902-1,
cellid_000001903-1,
cellid_000001904-1,
cellid_000001905-1,
cellid_000001906-1,
cellid_000001907-1,
cellid_000001908-1,
cellid_000001909-1,
cellid_000001910-1,
cellid_000001911-1,
cellid_000001912-1,
cellid_000001913-1,
cellid_000001914-1,
cellid_000001915-1,
cellid_000001916-1,
cellid_000001917-1,
cellid_000001918-1,
cellid_000001919-1,
cellid_000001920-1,
cellid_000001921-1,
cellid_000001922-1,
cellid_000001923-1,
cellid_000001924-1,
cellid_000001925-1,Tumor core true
cellid_000001926-1,
cellid_000001927-1,
cellid_000001928-1,
cellid_000001929-1,
cellid_000001930-1,Tumor core true
cellid_000001931-1,
cellid_000001932-1,
cellid_000001933-1,
cellid_000001934-1,
cellid_000001935-1,
cellid_000001936-1,
cellid_000001937-1,
cellid_000001938-1,
cellid_000001939-1,
cellid_000001940-1,
cellid_000001941-1,
cellid_000001942-1,Tumor core true
cellid_000001943-1,
cellid_000001944-1,
cellid_000001945-1,
cellid_000001946-1,Tumor core true
cellid_000001947-1,
cellid_000001948-1,
cellid_000001949-1,
cellid_000001950-1,
cellid_000001951-1,
cellid_000001952-1,
cellid_000001953-1,
cellid_000001954-1,
cellid_000001955-1,Tumor core true
cellid_000001956-1,
cellid_000001957-1,
cellid_000001958-1,
cellid_000001959-1,
cellid_000001960-1,
cellid_000001961-1,
cellid_000001962-1,
cellid_000001963-1,
cellid_000001964-1,
cellid_000001965-1,
cellid_000001966-1,
cellid_000001967-1,
cellid_000001968-1,
cellid_000001969-1,
cellid_000001970-1,
cellid_000001971-1,
cellid_000001972-1,Tumor core true
cellid_000001973-1,
cellid_000001974-1,
cellid_000001975-1,
cellid_000001976-1,
cellid_000001977-1,
cellid_000001978-1,
cellid_000001979-1,
cellid_000001980-1,
cellid_000001981-1,
cellid_000001982-1,
cellid_000001983-1,
cellid_000001984-1,
cellid_000001985-1,Tumor core true
cellid_000001986-1,Tumor core true
cellid_000001987-1,
cellid_000001988-1,
cellid_000001989-1,
cellid_000001990-1,
cellid_000001991-1,Tumor core true
cellid_000001992-1,
cellid_000001993-1,
cellid_000001994-1,
cellid_000001995-1,
cellid_000001996-1,
cellid_000001997-1,
cellid_000001998-1,
cellid_000001999-1,
cellid_000002000-1,
cellid_000002001-1,
cellid_000002002-1,
cellid_000002003-1,
cellid_000002004-1,Tumor core true
cellid_000002005-1,
cellid_000002006-1,
cellid_000002007-1,
cellid_000002008-1,
cellid_000002009-1,
cellid_000002010-1,Tumor core true
cellid_000002011-1,
cellid_000002012-1,Tumor core true
cellid_000002013-1,
cellid_000002014-1,
cellid_000002015-1,
cellid_000002016-1,
cellid_000002017-1,
cellid_000002018-1,
cellid_000002019-1,
cellid_000002020-1,
cellid_000002021-1,
cellid_000002022-1,Tumor core true
cellid_000002023-1,Tumor core true
cellid_000002024-1,
cellid_000002025-1,
cellid_000002026-1,
cellid_000002027-1,
cellid_000002028-1,Tumor core true
cellid_000002029-1,
cellid_000002030-1,
cellid_000002031-1,
cellid_000002032-1,
cellid_000002033-1,
cellid_000002034-1,
cellid_000002035-1,Tumor core true
cellid_000002036-1,
cellid_000002037-1,
cellid_000002038-1,
cellid_000002039-1,
cellid_000002040-1,
cellid_000002041-1,
cellid_000002042-1,
cellid_000002043-1,
cellid_000002044-1,
cellid_000002045-1,
cellid_000002046-1,
cellid_000002047-1,
cellid_000002048-1,
cellid_000002049-1,
cellid_000002050-1,
cellid_000002051-1,
cellid_000002052-1,
cellid_000002053-1,
cellid_000002054-1,
cellid_000002055-1,Tumor core true
cellid_000002056-1,
cellid_000002057-1,
cellid_000002058-1,
cellid_000002059-1,
cellid_000002060-1,
cellid_000002061-1,
cellid_000002062-1,
cellid_000002063-1,
cellid_000002064-1,
cellid_000002065-1,
cellid_000002066-1,
cellid_000002067-1,
cellid_000002068-1,
cellid_000002069-1,
cellid_000002070-1,Tumor core true
cellid_000002071-1,
cellid_000002072-1,
cellid_000002073-1,Tumor core true
cellid_000002074-1,
cellid_000002075-1,
cellid_000002076-1,
cellid_000002077-1,
cellid_000002078-1,
cellid_000002079-1,
cellid_000002080-1,
cellid_000002081-1,Tumor core true
cellid_000002082-1,
cellid_000002083-1,
cellid_000002084-1,Tumor core true
cellid_000002085-1,
cellid_000002086-1,
cellid_000002087-1,
cellid_000002088-1,
cellid_000002089-1,Tumor core true
cellid_000002090-1,
cellid_000002091-1,
cellid_000002092-1,
cellid_000002093-1,Tumor core true
cellid_000002094-1,
cellid_000002095-1,
cellid_000002096-1,
cellid_000002097-1,
cellid_000002098-1,
cellid_000002099-1,Tumor core true
cellid_000002100-1,
cellid_000002101-1,
cellid_000002102-1,
cellid_000002103-1,
cellid_000002104-1,
cellid_000002105-1,Tumor core true
cellid_000002106-1,
cellid_000002107-1,
cellid_000002108-1,
cellid_000002109-1,
cellid_000002110-1,
cellid_000002111-1,
cellid_000002112-1,
cellid_000002113-1,
cellid_000002114-1,Tumor core true
cellid_000002115-1,
cellid_000002116-1,Tumor core true
cellid_000002117-1,
cellid_000002118-1,
cellid_000002119-1,
cellid_000002120-1,
cellid_000002121-1,
cellid_000002122-1,
cellid_000002123-1,
cellid_000002124-1,
cellid_000002125-1,
cellid_000002126-1,
cellid_000002127-1,
cellid_000002128-1,
cellid_000002129-1,
cellid_000002130-1,
cellid_000002131-1,
cellid_000002132-1,Tumor core true
cellid_000002133-1,
cellid_000002134-1,
cellid_000002135-1,
cellid_000002136-1,
cellid_000002137-1,
cellid_000002138-1,
cellid_000002139-1,
cellid_000002140-1,
cellid_000002141-1,
cellid_000002142-1,
cellid_000002143-1,Tumor core true
cellid_000002144-1,
cellid_000002145-1,
cellid_000002146-1,
cellid_000002147-1,
cellid_000002148-1,
cellid_000002149-1,Tumor core true
cellid_000002150-1,Tumor core true
